PHY3631,Cấu trúc dữ liệu và giải thuật,2,PHY3631 1_2,6,1_2,301_T4
PHY3631,Cấu trúc dữ liệu và giải thuật,1,PHY3631 2,6,9_10,308CT1
PHY3640,Phát triển ứng dụng IoTs,2,PHY3640,4,1_2,304_T4
PHY3640,Phát triển ứng dụng IoTs,1,PHY3640,4,4_5,308CT1
PHY3644,Tin học Vật liệu,2,PHY3644,3,1_2,403_T4
PHY3644,Tin học Vật liệu,1,PHY3644,2,1_2,308CT1
PHY3645,Thực tập Tin học ứng dụng,1.5,PHY3645,6,8_10,308CT1
PHY3645,Thực tập Tin học ứng dụng,1.5,PHY3645,6,1_3,308CT1
PHY3646,Tiểu luận,2,PHY3646,5,12,BM
PHY3648,Thiết kế mạch điện tử,1,PHY3648 1,3,1_2,217T1
PHY3648,Thiết kế mạch điện tử,2,PHY3648 1_2,4,1_2,302_T5
PHY3648,Thiết kế mạch điện tử,1,PHY3648 2,3,1_2,216T1
PHY3649,Thực tập kĩ thuật điện tử,1.5,PHY3649 1,6,8_10,216T1
PHY3649,Thực tập kĩ thuật điện tử,1.5,PHY3649 1,5,6_8,216T1
PHY3649,Thực tập kĩ thuật điện tử,1.5,PHY3649 2,2,8_10,216T1
PHY3649,Thực tập kĩ thuật điện tử,1.5,PHY3649 2,2,3_5,216T1
PHY3651,Mạng cảm biến không dây,1,PHY3651 1,5,9_10,301_T4
PHY3651,Mạng cảm biến không dây,2,PHY3651 1_2,6,1_2,302_T5
PHY3651,Mạng cảm biến không dây,1,PHY3651 2,5,4_5,406_T5
PHY3652,Kĩ thuật đo lường và xử lý tín hiệu,1,PHY3652 1,5,4_5,403_T4
PHY3652,Kĩ thuật đo lường và xử lý tín hiệu,2,PHY3652 1_2,6,6_7,302_T5
PHY3652,Kĩ thuật đo lường và xử lý tín hiệu,1,PHY3652 2,6,4_5,403_T4
PHY3653,Kĩ thuật kiểm tra không phá hủy,2,PHY3653,2,6_7,202_T4
PHY3653,Kĩ thuật kiểm tra không phá hủy,1,PHY3653,4,1_2,407_T5
PHY3660,Thiết bị điện tử Y Sinh,2,PHY3660,2,1_2,202_T4
PHY3660,Thiết bị điện tử Y Sinh,1,PHY3660,3,1_2,204T2
PHY3661,Kĩ thuật xử lí và chẩn đoán hình ảnh Y Sinh,2,PHY3661,5,1_2,402_T4
PHY3661,Kĩ thuật xử lí và chẩn đoán hình ảnh Y Sinh,1,PHY3661,5,9_10,201T1
PHY3664,Đo lường và điều khiển trong công nghiệp,1,PHY3664 1,4,9_10,216T1
PHY3664,Đo lường và điều khiển trong công nghiệp,2,PHY3664 1_2,6,6_7,102_T5
PHY3664,Đo lường và điều khiển trong công nghiệp,1,PHY3664 2,3,9_10,103_T4
PHY3704,Khoa học vật liệu đại cương,3,PHY3704,6,3_5,201_T4
PHY3706,Từ học và vật liệu từ ,3,PHY3706,2,6_8,120T1
PHY3707,Các phép đo từ,3,PHY3707,4,3_5,120T1
PHY3712,Vật liệu và công nghệ bán dẫn,3,PHY3712,6,6_8,201_T5
PHY3804,Thực tập Vật lý hạt nhân 2 ,2,PHY3804,6,6_9,208FT1
PHY3811,Ứng dụng kỹ thuật hạt nhân trong y học ,3,PHY3811,2,6_8,208FT1
PHY3812,Ứng dụng kỹ thuật hạt nhân  phân tích môi trường_ địa chất,2,PHY3812,4,1_2,208FT1
PHY3812,Ứng dụng kỹ thuật hạt nhân  phân tích môi trường_ địa chất,1,PHY3812,5,4_5,208FT1
PHY4325E,Mở đầu thuyết tương đối và vật lý lượng tử ,3,PHY4325E QTVLH,3,6_8,403_T5
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 1,4,6_7,513_T4
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 10,4,9_10,513_T4
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 11,5,6_7,513_T4
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 12,5,9_10,513_T4
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 13,6,1_2,513_T4
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 14,6,4_5,513_T4
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 2,6,6_7,513_T4
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 3,6,9_10,513_T4
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 4,2,1_2,402_T5
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 5,2,9_10,402_T5
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 6,3,6_7,402_T5
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 7,4,4_5,402_T5
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 8,5,1_2,502_T3
POL1001,Tư tưởng Hồ Chí Minh,2,POL1001 9,5,4_5,502_T3
THL1057,Nhà nước và pháp luật đại cương,2,THL1057 1,3,1_2,502_T3
THL1057,Nhà nước và Pháp luật Đại cương,2,THL1057 10,2,1_2,513_T4
THL1057,Nhà nước và Pháp luật Đại cương,2,THL1057 11,2,4_5,513_T4
THL1057,Nhà nước và Pháp luật Đại cương,2,THL1057 12,2,6_7,513_T4
THL1057,Nhà nước và Pháp luật Đại cương,2,THL1057 13,3,1_2,513_T4
THL1057,Nhà nước và pháp luật đại cương,2,THL1057 2,6,6_7,205_T5
THL1057,Nhà nước và pháp luật đại cương,2,THL1057 3,2,4_5,301_T4
THL1057,Nhà nước và Pháp luật Đại cương,2,THL1057 4,3,4_5,513_T4
THL1057,Nhà nước và Pháp luật Đại cương,2,THL1057 5,3,6_7,513_T4
THL1057,Nhà nước và Pháp luật Đại cương,2,THL1057 6,4,1_2,513_T4
THL1057,Nhà nước và Pháp luật Đại cương,2,THL1057 7,4,4_5,513_T4
THL1057,Nhà nước và Pháp luật Đại cương,2,THL1057 8,5,1_2,513_T4
THL1057,Nhà nước và Pháp luật Đại cương,2,THL1057 9,5,4_5,513_T4
