CHE1051,Hóa học đại cương 1,3,CHE1051 1 KTKTCNKTHH,4,6_8,304_T5
CHE1051,Hóa học đại cương 1,3,CHE1051 2 KTKTCNKTHH,5,6_8,306_T5
CHE1051,Hóa học đại cương 1,3,CHE1051 3 KTKTHH,3,8_10,301_T5
CHE1051,Hóa học đại cương 1,3,CHE1051 4 KTKTHH,6,8_10,304_T5
CHE1051,Hóa học đại cương 1,3,CHE1051 5 KTKTHD,6,1_3,304_T5
CHE1051,Hóa học đại cương 1,3,CHE1051 6 KTKTHD,6,3_5,306_T5
CHE1051,Hóa học đại cương 1,3,CHE1051 7 TNHH,5,1_3,303_T5
CHE1052,Hóa học đại cương 2,3,CHE1052 1 TNHH,5,8_10,304_T5
CHE1052,Hóa học đại cương 2,3,CHE1052 2,5,3_5,503_T3
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 1,4,1_4,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 10 CLCHD,3,1_4,PTNVC
CHE1054,Thực tập Hóa học Vô cơ 1,2,CHE1054 11 CLCCNKTHH,5,1_4,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 12,5,6_9,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 13,5,6_9,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 2,4,6_9,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 3,4,6_9,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 4 CLCCNKTHH,2,6_9,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 5 CLCHD,3,1_4,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 6 CLCCNKTHH,2,6_9,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 7,4,1_4,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 8 CLCHD,3,6_9,PTNVC
CHE1054,Thực tập hóa học vô cơ 1,2,CHE1054 9 CLCHD,3,6_9,PTNVC
CHE1057,Hóa học phân tích ,3,CHE1057 1,2,1_3,204_T5
CHE1057,Hóa học phân tích ,3,CHE1057 2,2,6_8,201_T4
CHE1057,Hóa học phân tích ,3,CHE1057 3,3,a,204_T4
CHE1057,Hóa học phân tích ,3,CHE1057 4,6,1_3,406_T5
CHE1057,Hóa học phân tích ,3,CHE1057 5,6,6_8,406_T5
CHE1058,Thực tập Hóa học phân tích,2,CHE1058,3,1_4,PTNPT
CHE1062,Thực tập hóa kĩ thuật,2,CHE1062 1 CLCCNKTHH,2,1_4,PTNCN
CHE1062,Thực tập hóa kĩ thuật,2,CHE1062 2 CLCCNKTHH,2,6_9,PTNCN
CHE1062,Thực tập hóa kĩ thuật,2,CHE1062 3 CLCCNKTHH,3,1_4,PTNCN
CHE1062,Thực tập hóa kĩ thuật,2,CHE1062 4 CLCCNKTHH,3,6_9,PTNCN
CHE1062,Thực tập hóa kĩ thuật,2,CHE1062 5 CLCCNKTHH,4,1_4,PTNCN
CHE1062,Thực tập hóa kĩ thuật,2,CHE1062 6,4,6_9,PTNCN
CHE1065,Cơ sở hoá học vật liệu,3,CHE1065,6,3_5,103_T5
CHE1065E,Cơ sở hóa học vật liệu,3,CHE1065E 1 CLCCNKTHH,5,3_5,3_LTT
CHE1065E,Cơ sở hóa học vật liệu,3,CHE1065E 2 CLCCNKTHH,6,1_3,1_LTT
CHE1067,Hóa học các hợp chất cao phân tử,2,CHE1067 1 CLCCNKTHH,2,9_10,6_LTT
CHE1067,Hóa học các hợp chất cao phân tử,2,CHE1067 2 CLCCNKTHH,6,4_5,1_LTT
CHE1069,Thực tập Hóa học đại cương,2,CHE1069 1,2,2_5,PTN
CHE1069,Thực tập Hóa học đại cương,2,CHE1069 2,2,6_9,PTN
CHE1069,Thực tập Hóa học đại cương,2,CHE1069 3,3,2_5,PTN
CHE1069,Thực tập Hóa học đại cương,2,CHE1069 4,4,2_5,PTN
CHE1069,Thực tập Hóa học đại cương,2,CHE1069 5,5,2_5,PTN
CHE1069,Thực tập Hóa học đại cương,2,CHE1069 6,5,6_9,PTN
CHE1069,Thực tập Hóa học đại cương,2,CHE1069 7,6,2_5,PTN
CHE1075E,Cơ sở hóa sinh,3,CHE1075E 1 CLCCNKTHH,6,1_3,6_LTT
CHE1075E,Cơ sở hóa sinh,3,CHE1075E 2 CLCCNKTHH,4,8_10,1_LTT
CHE1077,Hóa học vô cơ 1,3,CHE1077 1,6,1_3,104_T5
CHE1077,Hóa học vô cơ 1,3,CHE1077 2 CLCCNKTHH,6,1_3,501_T3
CHE1077,Hóa học vô cơ 1,3,CHE1077 3 CLCHD,5,6_8,501_T3
CHE1077,Hóa học vô cơ 1,3,CHE1077 4 CLCHD,4,8_10,501_T3
CHE1079,Hóa học môi trường,3,CHE1079 1,5,6_8,102_T4
CHE1079,Hoá học môi trường,3,CHE1079 2,6,3_5,102_T4
CHE1080,Hóa học đại cương,3,CHE1080 1,4,1_3,103_T4
CHE1080,Hóa học đại cương,3,CHE1080 2,4,1_3,101_T5
CHE1080,Hóa học đại cương,3,CHE1080 3,2,3_5,203_T4
CHE1080,Hóa học đại cương,3,CHE1080 4,6,1_3,102_T5
CHE1080,Hóa học đại cương,3,CHE1080 5,5,1_3,104_T4
CHE1080,Hóa học đại cương,3,CHE1080 6,6,3_5,402_T4
CHE1080,Hóa học đại cương,3,CHE1080 7,6,6_8,402_T4
CHE1080,Hóa học đại cương ,3,CHE1080 8,3,8_10,203_T4
CHE1080E,Hóa học đại cương,3,CHE1080E 1 KTKTCNKTMT,6,1_3,204_T5
CHE1080E,Hóa học đại cương,3,CHE1080E 2 KTKTKHMT,4,1_3,402_T5
CHE1081,Hoá học hữu cơ,3,CHE1081 1,2,3_5,205_T5
CHE1081,Hoá học hữu cơ,3,CHE1081 2,3,3_5,304_T4
CHE1081,Hoá học hữu cơ,3,CHE1081 3,3,8_10,202_T4
CHE1082,Cơ sở hóa học phân tích,3,CHE1082 1,3,3_5,102_T4
CHE1082,Cơ sở hóa học phân tích,3,CHE1082 2 CLCCNKTHH,3,8_10,303_T5
CHE1082,Cơ sở hóa học phân tích,3,CHE1082 3 CLCHD,4,1_3,501_T3
CHE1082,Cơ sở hóa học phân tích,3,CHE1082 4 CLCHD,6, 8_10,306_T5
CHE1084,Hoá lí 2,5,CHE1084,3,9_10,102_T4
CHE1084,Hoá lí 2,5,CHE1084,5,1_3,102_T4
CHE1084E,Hóa lý 2,5,CHE1084E TTHH,4,6_8,2_LTT
CHE1084E,Hóa lý 2,5,CHE1084E TTHH,5,4_5,1_LTT
CHE1085,Thực tập hóa lí 1,2,CHE1085 1,2,1_4,PTNHL
CHE1085,Thực tập hóa lí 1,2,CHE1085 2,2,6_9,PTNHL
CHE1085,Thực tập hóa lí 1,2,CHE1085 3,3,1_4,PTNHL
CHE1085,Thực tập hóa lí 1,2,CHE1085 4,3,6_9,PTNHL
CHE1090,Hóa học vô cơ 2,3,CHE1090,3,1_3,103_T4
CHE1091,Hóa kĩ thuật,3,CHE1091 1,4,6_8,102_T4
CHE1091,Hoá kĩ thuật,3,CHE1091 2 CLCHD,2,1_3,2_LTT
CHE1091,Hoá kĩ thuật,3,CHE1091 3 CLCHD,2,6_8,6_LTT
CHE1094E,Hóa học đại cương 1,3,CHE1094E CLCHH,4,1_3,306_T5
CHE1098E,Anh văn chuyên ngành Lý,2,CHE1098E 1 TNHH,3,9_10,311_T5
CHE1098E,Anh văn chuyên ngành Lý,2,CHE1098E 2 CLCHH,2,4_5,306_T5
CHE1099E,Anh văn chuyên ngành Hóa,2,CHE1099E 1,5,4_5,102_T4
CHE1099E,Anh văn chuyên ngành Hóa,2,CHE1099E 3 KTKTCNKTHH,4,4_5,306_T5
CHE1099E,Anh văn chuyên ngành Hóa,2,CHE1099E 4 KTKTHH,2,6_7,306_T5
CHE1099E,Anh văn chuyên ngành Hóa,2,CHE1099E 5 KTKTHH,2,9_10,309_T5
CHE1099E,Anh văn chuyên ngành Hóa,2,CHE1099E 6 KTKTHD,4,6_7,311_T5
CHE1099E,Anh văn chuyên ngành Hóa,2,CHE1099E 7 KTKTHD,2,9_10,311_T5
CHE1099E,Anh văn chuyên ngành Hoá,2,CHE1099E 8 CLCHH,3,1_2,309_T5
CHE1100E,Tiếng Anh thuyết trình 1,2,CHE1100E 1 TNHH,5,1_2,304_T5
CHE1100E,Tiếng Anh thuyết trình 1,2,CHE1100E 2 TTHH,6,1_2,306_T5
CHE1131,Hóa học hữu cơ 1,4,CHE1131 1 CLCHD,4,4_5,309_T5
CHE1131,Hóa học hữu cơ 1,4,CHE1131 1 CLCHD,5,9_10,309_T5
CHE1131,Hóa học hữu cơ 1,4,CHE1131 2 CLCHD,5,1_2,309_T5
CHE1131,Hóa học hữu cơ 1,4,CHE1131 2 CLCHD,6,6_7,309_T5
CHE1191,Thực tập hóa học hữu cơ 1,2,CHE1191 1 CLCCNKTHH,5,1_4,PTNHC
CHE1191,Thực tập hóa học hữu cơ 1,2,CHE1191 2 CLCCNKTHH,5,1_4,PTNHC
CHE1191,Thực tập hóa học hữu cơ 1,2,CHE1191 3 CLCCNKTHH,3,1_4,PTNHC
CHE1191,Thực tập hóa học hữu cơ 1,2,CHE1191 4 CLCCNKTHH,3,1_4,PTNHC
CHE1191,Thực tập hóa học hữu cơ 1,2,CHE1191 5 CLCCNKTHH,4,1_4,PTNHC
CHE2005,Thực tập hóa hữu cơ 2,2,CHE2005 1,2,6_9,PTNHC
CHE2005,Thực tập hóa hữu cơ 2,2,CHE2005 2,2,6_9,PTNHC
CHE2005,Thực tập hóa hữu cơ 2,2,CHE2005 3,2,1_4,PTNHC
CHE2008,Thực tập Hóa lý 2,2,CHE2008 1,6,6_9,PTNHL
CHE2008,Thực tập Hóa lý 2,2,CHE2008 2,6,1_4,PTNHL
CHE2014,Dược lí,3,CHE2014 1 CLCHD,4,1_3,1_LTT
CHE2014,Dược lí,3,CHE2014 2 CLCHD,5,3_5,4_LTT
CHE2018,Hoá lý,4,CHE2018 CLCCNKTHH,5,1_2,306_T5
CHE2018,Hoá lý,4,CHE2018 CLCCNKTHH,3,6_7,413_T5
CHE2019,Thực tập hóa lý,2,CHE2019 1 CLCHD,4,1_4,PTNHL
CHE2019,Thực tập hóa lý,2,CHE2019 2 CLCHD,4,6_9,PTNHL
CHE2019,Thực tập hóa lý,2,CHE2019 3 CLCHD,5,1_4,PTNHL
CHE2019,Thực tập hóa lý,2,CHE2019 4 CLCHD,5,6_9,PTNHL
CHE2031E,Tổng hợp Hóa dược,3,CHE2031E 1 CLCHD,3,6_8,2_LTT
CHE2031E,Tổng hợp Hóa dược,3,CHE2031E 2 CLCHD,6,8_10,5_LTT
CHE2033E,Enzym và protein trong tổng hợp hóa dược,3,CHE2033E 1 CLCHD,5,1_3,1_LTT
CHE2033E,Enzym và protein trong tổng hợp hóa dược,3,CHE2033E 2 CLCHD,2,8_10,5_LTT
CHE2058,Hóa dược đại cương,3,CHE2058 1 CLCHD,3,3_5,1_LTT
CHE2058,Hóa dược đại cương,3,CHE2058 2 CLCHD,3,6_8,1_LTT
CHE2110E,Cơ sở hóa học hữu cơ 1,4,CHE2110E TTHH,5,4_5,311_T5
CHE2110E,Cơ sở hóa học hữu cơ 1,4,CHE2110E TTHH,3,6_7,404_T5
CHE2111,Thực tập Hóa học hữu cơ 1,2,CHE2111 1 TNHH,6,1_4,PTNHC
CHE2111,Thực tập Hóa học hữu cơ 1,2,CHE2111 2 TTHH,6,6_9,PTNHC
CHE2111,Thực tập Hóa học hữu cơ 1,2,CHE2111 3 TTHH,6,6_9,PTNHC
CHE2112E,Hóa học vô cơ,3,CHE2112E TTHH,4,8_10,311_T5
CHE2113,Thực tập hóa học vô cơ,2,CHE2113 1 TTHH,6,6_9,PTNVC
CHE2113,Thực tập Hóa học vô cơ,2,CHE2113 2 TNHH,6,1_4,PTNVC
CHE2113,Thực tập hóa học vô cơ,2,CHE2113 3 TTHH,6,6_9,PTNVC
CHE2114,Hoá học hữu cơ 2,3,CHE2114 1 TNHH,4,1_3,6_LTT
CHE2114,Hóa học hữu cơ 2,3,CHE2114 2 TNHH,4,3_5,311_T5
CHE2114,Hóa học hữu cơ 2,3,CHE2114 3,3,6_8,102_T4
CHE2116E,Cơ sở hoá học phân tích,3,CHE2116E TTHH,3,8_10,413_T5
CHE2117,Thực tập hóa học phân tích,2,CHE2117 1 TNHH,5,6_9,PTNPT
CHE2117,Thực tập hóa học phân tích,2,CHE2117 2 TTHH,6,1_4,PTNPT
CHE2117,Thực tập hóa học phân tích,2,CHE2117 3 TTHH,6,6_9,PTNPT
CHE2118,Hóa lý 1,3,CHE2118 TNHH,6,6_8,311_T5
CHE2120,Hoá kĩ thuật,3,CHE2120 TNHH,4,3_5,2_LTT
CHE2123,Thực tập Hóa lý 2,2,CHE2123 1 TNHH,5,1_4,PTNHL
CHE2123,Thực tập hoá lí 2,2,CHE2123 2 TTHH,5,6_9,PTNHL
CHE2129,Hoá học phân tích nâng cao,3,CHE2129 TNHH,2,3_5,3_LTT
CHE2132,Phân tích công cụ,3,CHE2132 TNHH,3,6_8,5_LTT
CHE2132E,Phân tích công cụ,3,CHE2132E TTHH,5,1_3,2_LTT
CHE2137,Đại cương về Hóa học vật liệu,3,CHE2137 TNHH,5,3_5,6_LTT
CHE2137E,Đại cương về Hóa học vật liệu,3,CHE2137E TTHH,3,1_3,6_LTT
CHE2138E,Hoá sinh và cơ sở khoa học của sự sống,3,CHE2138E TTHH,5,6_8,5_LTT
CHE2145,Hóa học môi trường,3,CHE2145 TNHH,6,3_5,2_LTT
CHE2147E,Hóa học xanh,3,CHE2147E 1 CLCCNKTHH,6,6_8,3_LTT
CHE2147E,Hóa học xanh,3,CHE2147E 2 CLCCNKTHH,4,8_10,1_LTT
CHE2241,Hóa học bề mặt và Hóa keo,3,CHE2241 CTDB,3,1_3,5_LTT
CHE3000,Các phương pháp phân tích cấu trúc trong hóa vô cơ,3,CHE3000,3,6_8,4_LTT
CHE3010,Các Phương pháp phân tích quang học,2,CHE3010,4,4_5,3_LTT
CHE3013,Xử lí mẫu trong hóa phân tích,2,CHE3013,3,1_2,1_LTT
CHE3036,Quản lí và xử lí chất thải rắn,2,CHE3036 1,3,9_10,5_LTT
CHE3036,Quản lí và xử li chât thải rắn,2,CHE3036 2 CLCCNKTHH,6,4_5,5_LTT
CHE3037,Phân tích môi trường,2,CHE3037,2,6_7,4_LTT
CHE3037E,Phân tích môi trường,2,CHE3037E CLCCNKTHH,5,6_7,4_LTT
CHE3045,Hoá học dầu mỏ,3,CHE3045 1,6,1_3,103_T4
CHE3045,Hóa học dầu mỏ,3,CHE3045 2 TNHH,3,3_5,3_LTT
CHE3046,Công nghệ lọc dầu,2,CHE3046,3,1_2,2_LTT
CHE3046E,Công nghệ lọc dầu,2,CHE3046E CLCCNKTHH,4,9_10,5_LTT
CHE3047,Công nghệ Hóa dầu,2,CHE3047 1,4,9_10,6_LTT
CHE3047,Công nghệ hóa dầu,2,CHE3047 2 CLCCNKTHH,6,6_7,4_LTT
CHE3050,Các sản phẩm dầu mỏ,2,CHE3050 1,2,9_10,2_LTT
CHE3050,Các sản phẩm dầu mỏ,2,CHE3050 2 CLCCNKTHH,6,9_10,3_LTT
CHE3051,Công nghệ sản xuất nhiên liệu dầu và khí,2,CHE3051 1,3,9_10,4_LTT
CHE3051,Công nghệ sản xuất nhiên liệu dầu và khí,2,CHE3051 2 CLCCNKTHH,5,1_2,3_LTT
CHE3060,Công nghệ hóa sinh,2,CHE3060 1 CLCCNKTHH,6,6_7,1_LTT
CHE3060,Công nghệ Hóa sinh,2,CHE3060 2,3,9_10,1_LTT
CHE3063,Hóa học thực phẩm,2,CHE3063,4,1_2,2_LTT
CHE3073,Tin học ứng dụngtrong công nghệ hóa học,2,CHE3073,4,4_5,6_LTT
CHE3135,Hóa học phức chất,3,CHE3135,2,6_8,1_LTT
CHE3138,Các phương pháp phân tích điện hóa,3,CHE3138,5,6_8,3_LTT
CHE3140,Các phương pháp tách trong phân tích,3,CHE3140,2,1_3,1_LTT
CHE3141,Tổng hợp hữu cơ,3,CHE3141,6,3_5,4_LTT
CHE3142,Hóa học các hợp chất thiên nhiên,3,CHE3142 1,2,6_8,2_LTT
CHE3142,Hóa học các hợp chất thiên nhiên,3,CHE3142 2 CLCHD,4,6_8,1_LTT
CHE3142,Hóa học các hợp chất thiên nhiên,3,CHE3142 3 CLCHD,3,3_5,4_LTT
CHE3144,Lí thuyết xúc tác và ứng dụng,3,CHE3144,4,1_3,4_LTT
CHE3171,Kiểm nghiệm thuốc và tiêu chuẩn dược phẩm,3,CHE3171 1 CLCHD,2,8_10,4_LTT
CHE3171,Kiểm nghiệm thuốc và tiêu chuẩn dược phẩm,3,CHE3171 2 CLCHD,4,1_3,5_LTT
CHE3184,Sàng lọc và đánh giá các hoạt tính dược liệu,2,CHE3184 CLCHD,3,1_2,4_LTT
CHE3185,Thực phẩm chức năng,2,CHE3185 1 CLCHD,5,4_5,5_LTT
CHE3185,Thực phẩm chức năng,2,CHE3185 2 CLCHD,2,4_5,4_LTT
CHE3190,Hóa học các nguyên tố đất hiếm,3,CHE3190,2,3_5,5_LTT
CHE3193,Ứng dụng phương pháp phổ trong hóa học hữu cơ,3,CHE3193,2,1_3,6_LTT
CHE3198,Thực tập hóa môi trường,2,CHE3198 1,6,6_9,PTNMT
CHE3198,Thực tập hóa môi trường,2,CHE3198 2 CLCCNKTHH,2,6_9,PTNMT
CHE3198,Thực tập hóa môi trường,2,CHE3198 3 CLCCNKTHH,3,6_9,PTNMT
CHE3200,Thực tập hóa dầu,2,CHE3200 1,4,1_4,PTNHd
CHE3200,Thực tập hóa dầu,2,CHE3200 2 CLCCNKTHH,2,1_4,PTNHd
CHE3200,Thực tập hóa dầu,2,CHE3200 3 CLCCNKTHH,2,6_9,PTNHd
CHE3211,Hoá lí vô cơ,3,CHE3211 CTDB,2,6_8,3_LTT
CHE3215,Các chương chọn lọc của hóa học vô cơ ,3,CHE3215 CTDB,3,6_8,3_LTT
CHE3219,Các phương pháp nghiên cứu hóa học hữu cơ,3,CHE3219 CTDB,6,6_8,6_LTT
CHE3220,Các chương chọn lọc trong hoá học hữu cơ,3,CHE3220 CTDB,6,1_3,3_LTT
CHE3234,Các chương chọn lọc của Hóa lý,3,CHE3234 CTDB,4,6_8,3_LTT
CHE3239,Động học điện hóa,3,CHE3239,5,8_10,4_LTT
CHE3240,Hóa lí của các hợp chất cao phân tử,3,CHE3240,4,8_10,4_LTT
CHE3243,Hóa học bề mặt và ứng dụng,3,CHE3243,6,8_10,4_LTT
CHE3247,Xúc tác hữu cơ,3,CHE3247,5,6_8,6_LTT
CHE3250,Các phương pháp tách và sắc ký,3,CHE3250 CTDB,5,1_3,5_LTT
CHE3251E,Kĩ thuật phản ứng hóa học,3,CHE3251E 1 CLCCNKTHH,5,6_8,2_LTT
CHE3251E,Kĩ thuật phản ứng hóa học,3,CHE3251E 2 CLCCNKTHH,3,6_8,6_LTT
CHE3255,Thực tập công nghệ Kĩ thuật hóa học,2,CHE3255 1,5,1_4,PTNCN
CHE3255,Thực tập công nghệ Kĩ thuật hóa học,2,CHE3255 2,5,6_9,PTNCN
CHE3255,Thực tập công nghệ Kĩ thuật hóa học,2,CHE3255 3,6,1_4,PTNCN
CHE3255,Thực tập công nghệ kĩ thuật hóa học,2,CHE3255 4 CLCCNKTHH,5,6_9,PTNCN
CHE3255,Thực tập công nghệ kĩ thuật hóa học,2,CHE3255 5 CLCCNKTHH,5,1_4,PTNCN
CHE3255,Thực tập công nghệ Kĩ thuật hóa học,2,CHE3255 6,6,6_9,PTNCN
CHE3263,Các phương pháp xử lí nước và nước thải,2,CHE3263,4,4_5,5_LTT
CHE3263E,Các phương pháp xử lý nước và nước thải,2,CHE3263E CLCCNKTHH,5,9_10,5_LTT
CHE3264,Xử lí khí thải,2,CHE3264 1,3,9_10,2_LTT
CHE3264,Xử lý khí thải,2,CHE3264 2 CLCCNKTHH,6,9_10,6_LTT
CHE3266,Xúc tác trong công nghiệp lọc_ hóa dầu,2,CHE3266,2,6_7,5_LTT
CHE3266E,Xúc tác trong công nghiệp lọc_ hóa dầu,2,CHE3266E CLCCNKTHH,4,6_7,4_LTT
CHE3267,Các PP tổng hợp vật liệu,2,CHE3267 CLCCNKTHH,6,1_2,2_LTT
CHE3268,Công nghệ vật liệu polime và composit,2,CHE3268 1,3,9_10,6_LTT
CHE3269,Công nghệ vật liệu màng lọc ,2,CHE3269,3,1_2,3_LTT
CHE3269E,Công nghệ vật liệu màng lọc,2,CHE3269E CLCCNKTHH,6,4_5,6_LTT
CHE3279,Vật liệu vô cơ,3,CHE3279,4,1_3,3_LTT
CHE3282E,Tổng hợp bất đối xứng,2,CHE3282E CLCHD,4,4_5,4_LTT
CHE3283E,Bán tổng hợp thuốc từ hợp chất thiên nhiên,3,CHE3283E CLCHD,2,1_3,4_LTT
CHE3284,Các phương pháp nghiên cứu vật liệu,2,CHE3284 CLCCNKTHH,5,1_2,6_LTT
CHE3300,Các Phương pháp phân tích cấu trúc và định lượng,4,CHE3300 CLCCNKTHH,5,9_10,6_LTT
CHE3300,Các Phương pháp phân tích cấu trúc và định lượng,4,CHE3300 CLCCNKTHH,2,4_5,2_LTT
CHE3301,Thực tập các PP phân tích cấu trúc và đinh lượng,2,CHE3301 1 CLCCNKTHH,2,6_9,PTN
CHE3301,Thực tập các PP phân tích cấu trúc và đinh lượng,2,CHE3301 2 CLCHD,5,1_4,PTN
CHE3301,Thực tập các PP phân tích cấu trúc và đinh lượng,2,CHE3301 3 CLCHD,5,6_9,PTN
CHE3301,Thực tập các PP phân tích cấu trúc và đinh lượng,2,CHE3301 4 CLCHD,4,6_9,PTN
CHE3301,Thực tập các PP phân tích cấu trúc và đinh lượng,2,CHE3301 5 CLCHD,4,1_4,PTN
CHE3301,Thực tập các PP phân tích cấu trúc và đinh lượng,2,CHE3301 8 CLCCNKTHH,2,1_4,PTN
CHE3303E,Phương pháp nghiên cưu khoa học,3,CHE3303E 1 CLCCNKTHH,4,6_8,6_LTT
CHE3303E,Phương pháp nghiên cưu khoa học,3,CHE3303E 4 CLCHD,6,8_10,1_LTT
CHE3306,Thống kê ứng dụng trong hóa PT,2,CHE3306,3,4_5,6_LTT
CHE3310,Độc chất học môi trường cơ sở,2,CHE3310 1,4,9_10,2_LTT
CHE3310,Độc chất học môi trường cơ sở,2,CHE3310 2 CLCCNKTHH,2,9_10,3_LTT
EVF2001,Hệ thống cây trồng vật nuôi an toàn,3,EVF2001,2,6_8,208_T5
EVF2002,An ninh lương thực,3,EVF2002,4,6_8,103_T4
EVF2003,Công nghệ bao bì và đóng gói thực phẩm,3,EVF2003,3,1_2,103_T5
EVF2003,Công nghệ bao bì và đóng gói thực phẩm,3,EVF2003,4,6_7,103_T5
EVF2011,Công nghệ chế biến  thực phẩm từ nguyên liệu có nguồn gốc động vật,3,EVF2011,3,3_5,208_T5
EVF2012,Công nghệ chế biến thực phẩm từ nguyên liệu có nguồn thực vật,3,EVF2012,2,6_8,102_T5
EVF2014,Khoa học và công nghệ bảo quản sau thu hoạch,3,EVF2014 1,4,1_3,103_T5
EVF2014,Khoa học và công nghệ bảo quản sau thu hoạch,3,EVF2014 2,3,8_10,104_T5
EVF2017,Quản lý môi trường trong chế biến thực phẩm,2,EVF2017 1,2,9_10,101_T5
EVF2017,Quản lý môi trường trong chế biến thực phẩm,2,EVF2017 2,3,6_7,101_T5
EVF2019,An toàn và vệ sinh thực phẩm,2,EVF2019,3,6_7,102_T5
EVF2020,Hệ thống quản lý và đảm bảo chất lượng sản phẩm thực phẩm,2,EVF2020,3,9_10,208_T5
EVF2022,Kiểm soát an toàn sinh học thực phẩm,3,EVF2022,3,1_2,104_T5
EVF2022,Kiểm soát an toàn sinh học thực phẩm,3,EVF2022,4,6_7,104_T5
EVF2023,Sản xuất sạch hơn trong sản xuất và chế biến thực phẩm,3,EVF2023,6,8_10,102_T5
EVF2027,Công nghệ bảo quản thực phẩm,3,EVF2027,5,6_8,102_T5
EVF2029,Tự động hóa và tối ưu hóa trong chế biến thực phẩm,3,EVF2029,2,6_9,407T2
EVF2030,Thực phẩm chức năng và thực phẩm biến đổi gen,3,EVF2030,4,8_10,208_T5
EVF2031,Đánh giá rủi ro an toàn thực phẩm,3,EVF2031,3,4_5,105_T5
EVF2031,Đánh giá rủi ro an toàn thực phẩm,3,EVF2031,6,1_3,105_T5
EVF2040,Nhập môn khoa học và công nghệ thực phẩm,3,EVF2040 1,2,6_8,206_T5
EVF2040,Nhập môn khoa học và công nghệ thực phẩm,3,EVF2040 2,3,3_5,206_T5
EVS2000,Khoa học sự sống,3,EVS2000 1 CLCKHMT,6,1_3,109_T5
EVS2000,Khoa học sự sống,3,EVS2000 2,6,6_8,102_T4
EVS2000,Khoa học sự sống,3,EVS2000 3,4,1_3,102_T4
EVS2000E,Khoa học sự sống,3,EVS2000E 1 KTKTKHMT,5,1_3,208_T5
EVS2009,Vật lý môi trường,2,EVS2009 1,4,4_5,208_T5
EVS2009,Vật lý môi trường*,2,EVS2009 2 CLCKHMT,4,6_7,313_T5
EVS2016,Độc học và sức khỏe môi trường,2,EVS2016,5,6_7,208_T5
EVS2044,Thực tập công nghiệp,2,EVS2044,6,12,BM
EVS2303,Cơ sở môi trường đất_ nước_ không khí (**),4,EVS2303 CLCKHMT,6,3_5,210_T5
EVS2303,Cơ sở môi trường đất_ nước_ không khí (**),4,EVS2303 CLCKHMT,3,9_10,213_T5
EVS2304,Cơ sở môi trường đất_ nước_ không khí ,3,EVS2304 1,3,6_8,208_T5
EVS2304,Cở sở môi trường đất_ nước_ không khí,3,EVS2304 2 CLCCNKTMT,6,6_8,313_T5
EVS2305,Biến đổi khí hậu,3,EVS2305 1,4,8_10,103_T5
EVS2305,Biến đổi khí hậu,3,EVS2305 2 CLCKHMT,3,8_10,404_T5
EVS2307,Sinh thái môi trường,3,EVS2307,4,8_10,104_T5
EVS3161E,Thiết kế kỹ thuật,3,EVS3161E CLCCNKTMT,2,9_10,413_T5
EVS3161E,Thiết kế kỹ thuật,3,EVS3161E CLCCNKTMT,3,9_10,403_T5
EVS3162,Thủy lực học và kỹ thuật tài nguyên nước,3,EVS3162 CLCCNKTMT,6,6_8,413_T5
EVS3230E,Độc học và sức khỏe môi trường,2,EVS3230E CLCCNKTMT,5,4_5,413_T5
EVS3231,Phân tích hệ thống môi trường***,2,EVS3231 CLCKHMT,2,9_10,301T2
EVS3240,Vi sinh môi trường*,3,EVS3240 CLCKHMT,3,4_5,313_T5
EVS3240,Vi sinh môi trường*,3,EVS3240 CLCKHMT,3,6_7,BM
EVS3242,Các phương pháp phân tích môi trường,3,EVS3242 1,3,1_2,BM
EVS3242,Các phương pháp phân tích môi trường,3,EVS3242 1_2,2,6_7,103_T5
EVS3242,Các phương pháp phân tích môi trường,3,EVS3242 2,3,4_5,BM
EVS3242,Các phương pháp phân tích môi trường,3,EVS3242 3,3,6_7,BM
EVS3242,Các phương pháp phân tích môi trường,3,EVS3242 3_4,2,9_10,104_T5
EVS3242,Các phương pháp phân tích môi trường,3,EVS3242 4,3,9_10,BM
EVS3242,Các phương pháp phân tích môi trường*,3,EVS3242 5 CLCKHMT,5,4_5,313_T5
EVS3242,Các phương pháp phân tích môi trường*,3,EVS3242 5 CLCKHMT,5,6_7,BM
EVS3243,Công nghệ môi trường đại cương,3,EVS3243 1,5,3_5,102_T5
EVS3243,Công nghệ môi trường đại cương*,3,EVS3243 2 CLCKHMT,4,1_3,313_T5
